1	2	49.260677	24.549863	62.362311	70.643093	37.746596	64.983386	0.994969	0.301544	0.702595	0.634221	0.693922	0.854438	0.264441	5.000000	40.445937	20.347436	2.000000	0.031143	2.598995	5.000000	71.300474	55.642774	3.000000	94.280945	14.284181	6.000000	94.604385	3.218070	3.000000	44.719012	24.118629	2.000000	0.014158	9.320188	3.000000	33.399013	22.997939	6.000000	96.602585
2	1	10.742001	43.187257	14.528985	76.018384	51.265208	26.634580	0.464181	0.745894	0.142563	0.642664	0.417176	0.693757	1.344043	2.000000	23.663914	58.333324	6.000000	0.024045	4.160182	1.000000	96.556124	70.217916	5.000000	18.899932	16.659371	4.000000	76.208449	57.645822	1.000000	90.830688	4.354639	1.000000	0.017354	33.991169	3.000000	64.564740	50.175083	5.000000	98.044764
3	1	27.941372	56.828233	94.199805	31.651223	13.804694	53.299138	0.929976	0.731306	0.331944	0.222126	0.458923	0.389765	12.677389	2.000000	38.379928	47.776874	3.000000	0.170925	9.198186	5.000000	98.501679	8.777842	1.000000	76.354855	8.639059	6.000000	44.042717	55.456229	4.000000	77.199979	47.407544	5.000000	0.019844	63.758951	3.000000	2.905060	14.772454	6.000000	43.472963
4	1	4.874083	63.295082	68.707493	75.160772	84.595622	9.742366	0.292205	0.401203	0.437466	0.892781	0.748323	0.642890	9.866001	6.000000	46.547470	64.513194	6.000000	0.020421	21.810695	5.000000	37.271148	14.439438	6.000000	12.640619	6.680474	2.000000	56.572785	63.582664	6.000000	28.321986	9.144905	2.000000	0.024849	67.228635	5.000000	98.276567	33.659712	4.000000	51.403031
5	1	5.806400	76.571098	7.783698	27.335281	88.877735	70.330441	0.573083	0.463222	0.927176	0.229895	0.178290	0.221346	4.944471	1.000000	42.406358	32.886872	4.000000	0.022047	12.768697	6.000000	42.521549	11.221692	4.000000	37.229350	1.320795	1.000000	68.300704	49.260295	6.000000	15.621694	32.878531	6.000000	0.067660	29.448290	4.000000	71.750191	33.866575	4.000000	60.879592
6	2	79.499563	97.580264	78.668595	80.022087	64.091294	97.271475	0.294851	0.754393	0.373123	0.934949	0.119900	0.836495	11.586514	2.000000	60.793890	4.678773	6.000000	0.011783	9.843000	3.000000	38.118234	32.280931	4.000000	72.147400	9.941204	3.000000	76.876184	35.282683	5.000000	99.573924	53.300335	5.000000	0.035515	33.593419	5.000000	33.253575	24.387154	5.000000	66.898507
7	2	81.216567	36.724959	62.977924	12.035056	68.414351	46.074859	0.958373	0.788481	0.670585	0.274298	0.230314	0.552496	10.447901	1.000000	10.637118	1.325696	1.000000	0.032307	7.972889	4.000000	48.539275	63.870028	6.000000	54.829614	14.690378	5.000000	19.674166	14.684880	3.000000	63.682064	10.496439	3.000000	0.045514	22.770810	4.000000	54.612732	23.268990	6.000000	65.507807
8	1	37.675867	28.644498	71.527077	62.205073	78.947086	10.551846	0.877930	0.885632	0.902132	0.393590	0.462464	0.610138	7.716428	2.000000	26.265325	64.735678	6.000000	0.703932	4.182525	3.000000	34.717320	75.102656	2.000000	60.343797	2.673234	2.000000	16.809450	59.813720	1.000000	71.959849	8.369838	2.000000	0.260494	10.512021	6.000000	44.551747	26.125383	6.000000	8.381303
9	3	88.631575	96.096810	65.107948	70.311402	45.139956	73.920679	0.530625	0.721574	0.795675	0.173611	0.530361	0.550675	8.280561	5.000000	79.320322	56.947874	2.000000	0.018413	4.128526	4.000000	27.828100	35.649472	3.000000	55.449614	10.858409	1.000000	95.300498	44.656400	1.000000	24.379378	41.180184	4.000000	0.017271	32.304628	6.000000	12.834996	21.796833	4.000000	33.212746
10	1	6.113770	76.847997	21.405237	37.427912	13.862455	4.364518	0.216877	0.112362	0.604324	0.204997	0.326913	0.564047	14.896624	2.000000	92.254458	54.019214	6.000000	0.010824	11.796810	6.000000	84.549735	47.181694	6.000000	61.650884	15.699979	6.000000	56.765407	48.359212	3.000000	90.723071	47.454860	6.000000	0.544387	57.172881	1.000000	38.563079	21.282441	4.000000	55.752985
11	3	22.852016	64.552846	32.837213	36.988989	96.581804	34.078414	0.225778	0.828577	0.650576	0.364658	0.475527	0.611570	16.893172	5.000000	26.927154	28.061089	3.000000	0.101524	15.603781	3.000000	36.956872	12.125173	2.000000	91.486727	18.166499	2.000000	62.065628	6.431665	1.000000	26.687434	24.108272	5.000000	0.038623	67.502774	6.000000	86.941341	68.858148	6.000000	43.881689
12	1	33.005886	61.701834	82.779828	9.914291	27.938766	98.375405	0.705833	0.720037	0.322232	0.491795	0.471143	0.344132	4.126965	2.000000	94.805895	53.096806	6.000000	0.011962	11.769723	5.000000	26.854202	28.042714	6.000000	20.191732	7.394308	5.000000	94.250081	1.045551	5.000000	10.795610	7.461052	4.000000	0.020577	67.916628	2.000000	75.154080	63.451718	4.000000	90.348482
13	1	77.601924	4.304703	9.445015	35.983028	68.996572	18.929263	0.938076	0.596504	0.147060	0.908187	0.860435	0.245919	4.459732	3.000000	56.102847	42.291558	2.000000	0.010344	3.113075	3.000000	87.269814	71.357528	1.000000	14.737377	16.439983	2.000000	6.640668	32.409216	1.000000	36.928481	41.586343	1.000000	0.123761	47.027979	3.000000	40.707612	33.813456	5.000000	86.540221
