1	1	238.502335	11.526470	72.801477	87.911637	56.930881	25.405384	45.221886	63.440509	26.972672	48.839580	71.461137	30.112540	74.298992	1.478522	0.986934	0.856228	0.323917	0.579439	0.931055	0.579377	0.477442	0.490212	0.258390	0.520367	0.830606	0.115046	0.353635	0.322239	71.496636	2.000000	34.640998	69.945618	2.000000	64.251517	22.879326	5.000000	0.052511	48.144315	6.000000	0.024569	24.275170	4.000000	0.016502	2.483858	6.000000	41.859913	60.585280	3.000000	60.658166	5.105331	5.000000	82.268245	69.703617	4.000000	88.856901	67.413518	5.000000	47.153416	4.627231	1.000000	55.283876	0.890372	4.000000	76.947801	39.096860	1.000000	2.946173	75.489522	1.000000	0.010144	15.483496	2.000000	0.056927	53.172155	5.000000	0.014943	2.396115	3.000000	0.010680	72.913826	6.000000	0.137710	8.136614	5.000000	84.116628	1.881402	2.000000	37.697745	3.580812	6.000000	0.010942	69.371637	6.000000	0.246178
2	1	499.844663	82.737745	16.813075	55.769432	46.191603	79.792298	78.824167	80.134942	97.589198	13.103933	74.648872	91.800344	55.063514	13.284266	0.325668	0.442938	0.105527	0.148480	0.120845	0.525632	0.747728	0.700537	0.787015	0.568785	0.654630	0.443594	0.627679	0.225533	37.082507	5.000000	42.704873	40.325202	5.000000	21.656186	20.536928	4.000000	0.010717	5.592698	5.000000	0.076131	1.453586	3.000000	0.062104	0.400526	4.000000	14.640301	30.384639	1.000000	29.236602	3.249240	2.000000	59.124264	4.972448	3.000000	60.140369	68.803150	6.000000	80.579787	1.257044	2.000000	77.418410	0.895394	6.000000	42.263876	39.237873	3.000000	82.175915	24.919615	1.000000	0.013534	13.598177	5.000000	0.025896	8.374758	1.000000	0.026191	2.394371	1.000000	0.012846	51.467398	2.000000	0.019105	23.787573	3.000000	85.729178	1.754099	3.000000	8.255398	4.720602	6.000000	0.024745	10.257672	5.000000	0.013179
3	1	144.634616	61.740568	90.502121	1.494348	28.014502	56.621466	88.998907	93.512370	14.335643	23.243158	92.319113	2.260393	7.488698	27.996034	0.500642	0.324176	0.385392	0.993321	0.563043	0.584484	0.691452	0.183508	0.259421	0.492409	0.156302	0.444317	0.455168	0.599592	32.239130	1.000000	90.608691	66.032080	4.000000	52.855556	74.758953	2.000000	0.011083	13.140610	6.000000	0.014623	65.911163	2.000000	0.031949	3.244092	5.000000	43.603388	68.432064	4.000000	81.547852	5.923650	4.000000	85.263490	6.705253	6.000000	66.205840	21.303308	2.000000	84.064305	2.977473	1.000000	30.143030	0.160077	2.000000	5.785134	17.800380	4.000000	9.835739	27.329629	4.000000	0.010908	4.336041	6.000000	0.015031	49.956045	3.000000	0.010536	0.440605	6.000000	0.018527	71.493806	6.000000	0.012235	29.165288	6.000000	28.666865	4.639849	1.000000	25.130956	37.666049	4.000000	0.010790	46.998024	1.000000	0.018853
4	2	570.418036	48.846777	62.348656	16.251201	35.901918	98.659363	6.619621	4.478975	65.518481	28.392509	86.553057	77.648094	38.876702	50.962093	0.782351	0.686427	0.882474	0.384531	0.727672	0.860660	0.132262	0.180192	0.500806	0.558768	0.288430	0.733835	0.999809	0.683849	40.973402	6.000000	18.884476	44.519560	2.000000	18.737586	62.665743	1.000000	0.016193	65.420504	3.000000	0.046054	38.959580	2.000000	0.139952	1.451658	3.000000	71.419205	32.501770	6.000000	80.721170	4.329557	1.000000	14.549188	2.300797	2.000000	55.835032	54.019238	6.000000	73.026451	3.253825	5.000000	23.009400	2.864924	4.000000	79.454827	22.216079	1.000000	78.008501	30.115907	4.000000	0.115851	30.414407	1.000000	0.031024	16.724584	4.000000	0.036288	1.656166	5.000000	0.976643	69.272084	6.000000	0.010005	64.005960	2.000000	68.715133	0.331432	1.000000	84.333969	48.660833	4.000000	0.113430	68.946241	2.000000	0.033967
5	1	867.373006	88.692346	43.700557	87.989623	66.137925	42.948878	84.566726	87.695210	76.454855	38.201513	25.518206	1.613775	73.527710	96.755968	0.667635	0.128287	0.105472	0.236187	0.325668	0.840718	0.778271	0.483444	0.126814	0.897393	0.421865	0.103907	0.971013	0.496205	38.431987	1.000000	1.463491	20.219685	4.000000	43.721253	66.558499	5.000000	0.017744	61.544007	1.000000	0.017945	44.049349	5.000000	0.021874	1.589273	2.000000	69.239680	59.529608	2.000000	65.816800	5.710768	2.000000	22.019738	54.038650	5.000000	23.343783	7.528208	1.000000	65.451233	1.017944	4.000000	29.011637	1.209612	3.000000	81.947335	21.380938	5.000000	55.309674	18.539043	5.000000	0.012760	27.858564	4.000000	0.014741	43.793468	6.000000	0.038170	3.341517	4.000000	0.013046	43.845248	2.000000	0.033772	62.219317	1.000000	72.652784	2.403599	1.000000	43.313782	29.486112	4.000000	0.018651	4.964007	3.000000	0.010212
6	2	40.548422	75.592001	93.250923	1.492995	51.107089	56.590424	96.659344	60.175781	69.550293	8.802583	90.258835	38.991139	75.472896	77.014245	0.468502	0.953585	0.718531	0.701653	0.509300	0.931491	0.646598	0.305041	0.446564	0.965349	0.151539	0.303671	0.104692	0.591140	3.354205	6.000000	29.252971	16.161753	2.000000	72.968123	8.086528	5.000000	0.013223	47.200761	1.000000	0.069068	10.087814	1.000000	0.014599	4.504387	6.000000	41.735492	30.984539	4.000000	35.354003	11.465583	4.000000	70.979780	23.556402	6.000000	54.721089	69.082430	5.000000	30.861145	4.794008	2.000000	16.000986	0.980930	4.000000	35.080597	35.986106	2.000000	61.754259	66.709279	6.000000	0.028748	63.640601	5.000000	0.122593	65.895775	4.000000	0.013044	3.442489	1.000000	0.013033	22.497340	5.000000	0.012564	71.750873	2.000000	63.489574	1.957431	1.000000	92.309154	26.317743	3.000000	0.013115	13.794601	3.000000	0.140436
7	1	90.373298	19.704739	35.042657	9.484528	16.881432	3.659009	68.221894	4.244006	49.279908	14.389640	80.827044	19.628317	50.829078	23.522706	0.904229	0.898439	0.187500	0.236255	0.500485	0.401888	0.636524	0.759646	0.861292	0.599442	0.545009	0.257319	0.926989	0.441396	66.230383	1.000000	59.905022	56.184000	5.000000	75.737651	64.525468	5.000000	0.051943	61.921284	5.000000	0.012962	39.208715	1.000000	0.017073	1.619119	5.000000	70.732703	53.893180	4.000000	77.743440	8.159182	5.000000	11.166907	37.386428	4.000000	95.642472	24.192677	2.000000	44.608835	0.741654	6.000000	45.048617	2.367255	2.000000	84.742774	7.793147	4.000000	79.333841	66.819024	2.000000	0.012420	30.039113	3.000000	0.013848	31.379642	1.000000	0.024504	3.865126	2.000000	0.026403	26.290233	6.000000	0.376719	13.448580	3.000000	90.252167	0.430101	2.000000	3.030669	38.015727	1.000000	0.012523	38.497971	3.000000	0.016429
8	1	86.323077	49.085608	3.865893	39.830384	55.744909	81.692379	80.022708	20.731467	61.829370	83.862324	81.196805	89.870891	2.087890	4.964232	0.752235	0.568555	0.346242	0.806718	0.124957	0.521036	0.941227	0.759350	0.845795	0.288740	0.220472	0.108646	0.881416	0.391429	72.059292	6.000000	28.371082	19.495444	3.000000	68.358526	22.700120	6.000000	0.024686	67.471234	3.000000	0.111308	7.703140	2.000000	0.010579	1.398655	5.000000	53.810906	50.307682	4.000000	75.861817	9.312965	5.000000	1.676379	3.469516	5.000000	37.208047	21.696614	3.000000	58.948205	0.509210	1.000000	95.219789	1.941570	4.000000	73.349746	59.629689	3.000000	76.636850	30.926515	5.000000	0.012049	71.082211	3.000000	0.018802	60.891633	1.000000	0.015108	2.814070	4.000000	0.011050	52.529456	3.000000	0.048899	4.135024	2.000000	20.386694	1.416125	1.000000	72.563981	5.032212	1.000000	0.016857	60.962544	1.000000	0.070011
9	2	835.931191	31.175232	63.338943	79.154775	16.292142	63.043424	57.183088	46.467696	56.053135	82.432021	23.062176	12.754238	47.235673	18.736666	0.736641	0.309314	0.374119	0.453745	0.771561	0.369978	0.518223	0.104184	0.574822	0.107140	0.685794	0.267799	0.498301	0.289881	58.349717	1.000000	62.419688	60.643062	4.000000	22.705532	6.116644	1.000000	0.095071	58.481659	1.000000	0.011496	41.133522	3.000000	0.011760	1.569359	3.000000	60.990668	34.362839	1.000000	31.102019	12.766748	5.000000	87.406785	24.082165	3.000000	54.054439	44.878294	4.000000	3.054258	2.110162	5.000000	48.964352	0.846122	3.000000	42.535324	3.539518	1.000000	83.546497	28.507062	2.000000	0.030836	65.102193	5.000000	0.026709	66.594760	3.000000	0.010455	0.980798	1.000000	0.030345	15.543381	5.000000	0.022987	68.497035	6.000000	87.381520	3.789632	2.000000	80.668614	45.741771	1.000000	0.010722	67.645874	3.000000	0.019682
10	2	969.863799	85.395721	52.623093	7.699372	52.449846	95.884320	12.243042	72.914731	74.457788	55.679321	18.888211	18.956995	57.303629	87.031795	0.907216	0.522283	0.497952	0.543367	0.490316	0.199026	0.535455	0.657491	0.537718	0.261845	0.170551	0.406367	0.986923	0.197741	64.536631	4.000000	75.123451	46.310773	6.000000	44.774344	72.199123	2.000000	0.020125	15.717678	2.000000	0.121785	43.594993	4.000000	0.019223	3.624503	1.000000	74.396663	44.176095	5.000000	56.610907	12.651774	4.000000	3.259184	44.451974	4.000000	32.115173	17.333176	1.000000	52.827673	0.345821	4.000000	80.878170	0.114221	2.000000	75.447381	22.745395	4.000000	50.621200	29.123651	6.000000	0.047321	18.503628	5.000000	0.019816	21.468682	3.000000	0.017121	1.684149	5.000000	0.011147	70.340986	5.000000	0.012554	9.788030	5.000000	42.982037	0.083305	6.000000	69.029695	47.614328	4.000000	0.081309	14.386499	4.000000	0.010821
