1	2	38.118861	77.161366	77.330567	1.725099	73.053211	27.050028	32.672533	86.499764	99.008723	12.692926	695.606226	44.622862	74.149345	0.759479	0.839138	0.825145	0.305069	0.611668	0.325868	0.605564	0.264637	0.378120	0.970326	0.476321	0.915295	0.844960	0.961881	2.000000	68.574476	55.303387	2.000000	0.036276	18.039005	4.000000	76.270929	66.253093	1.000000	76.739908	11.169052	3.000000	20.453933	25.314644	3.000000	43.922088	53.628371	4.000000	0.013497	71.013102	1.000000	87.539969	43.537403	2.000000	76.304362	3.953881	3.000000	0.013375	2.197700	2.000000	0.046478	3.461289	4.000000	26.948547	0.704681	3.000000	0.011045	2.324972	6.000000	0.031918	0.182645	2.000000	0.011770	7.733336	3.000000	99.846018	4.268719	5.000000	0.897251	1.952253	2.000000	0.597555	50.686246	6.000000	0.010827	0.286828	2.000000	5.182526	0.953591	1.000000	45.832283	2.155543	2.000000	0.017028	4.229450	6.000000	17.142015	3.564779	1.000000	0.024001	1.702187	2.000000	15.020355	3.160897	4.000000	0.011970	9.982113	5.000000	51.864894	4.344129	3.000000	1.943614
2	5	11.971785	26.748333	21.151556	50.305750	55.519468	56.482434	46.955068	3.502421	95.411563	24.597027	860.917257	93.634108	6.131825	0.698051	0.156828	0.881379	0.375342	0.380276	0.450344	0.235507	0.580282	0.449203	0.546205	0.848032	0.524167	0.972271	11.579157	4.000000	87.590059	30.177425	5.000000	0.017098	21.668860	3.000000	86.741340	16.660694	6.000000	17.961032	13.120458	4.000000	4.707151	46.482789	2.000000	23.318015	19.383138	1.000000	0.010807	54.535073	3.000000	21.826761	64.518014	1.000000	24.800141	2.223338	4.000000	0.724299	9.593443	5.000000	0.013786	4.286316	4.000000	8.756364	4.576992	6.000000	0.015300	5.330995	2.000000	0.012200	2.793319	1.000000	0.030857	3.669624	4.000000	31.460696	0.110434	5.000000	0.012655	2.671500	5.000000	0.016815	42.430591	3.000000	0.018249	5.916693	4.000000	61.250678	0.856839	6.000000	11.024887	4.151296	5.000000	0.126329	4.018603	5.000000	17.921080	1.360944	4.000000	0.013570	5.394389	4.000000	49.396122	0.543523	6.000000	0.018953	12.973968	3.000000	92.613448	0.583000	3.000000	36.300021
3	2	66.087569	58.704042	82.077048	64.316562	13.969629	13.948494	33.876714	91.859684	87.764826	58.062293	258.651888	57.132837	53.923855	0.485602	0.255439	0.591220	0.487882	0.671254	0.710327	0.484233	0.576952	0.323043	0.815521	0.676546	0.984253	0.219083	8.240406	2.000000	54.108650	55.649171	5.000000	0.011551	9.795905	3.000000	86.846407	57.474366	4.000000	43.247495	1.507784	5.000000	31.833236	66.590543	3.000000	58.048940	30.274101	5.000000	0.042192	24.423176	4.000000	4.511914	46.367308	3.000000	95.456348	3.078670	2.000000	0.015264	3.503653	4.000000	0.052414	5.337312	2.000000	19.705923	0.712501	1.000000	0.014881	2.503407	5.000000	0.014888	0.253621	6.000000	0.010805	6.838427	6.000000	75.056179	4.300999	5.000000	0.013728	2.132177	2.000000	0.017762	50.135759	1.000000	0.011751	11.418478	1.000000	52.695874	4.022625	6.000000	27.383580	0.834359	4.000000	0.017258	4.516385	1.000000	86.056293	0.425738	4.000000	0.011233	4.750926	1.000000	42.542224	3.382619	4.000000	0.028779	14.713014	1.000000	8.862645	1.333420	6.000000	85.439771
4	2	47.886529	92.691830	33.275283	24.444688	18.001785	55.290389	53.590830	96.558948	11.371492	2.878843	347.409604	28.741605	38.012029	0.341278	0.631315	0.111171	0.536488	0.108299	0.364441	0.229293	0.611797	0.977455	0.896939	0.780516	0.868423	0.373708	13.015757	1.000000	57.688303	64.232122	2.000000	0.174247	15.378776	2.000000	29.579192	61.942966	2.000000	48.016659	9.308394	2.000000	83.612064	9.293728	5.000000	1.404995	4.896488	5.000000	0.071089	7.206390	3.000000	8.963141	28.654467	5.000000	21.342970	2.178376	6.000000	0.038385	8.281894	4.000000	0.119936	1.865551	3.000000	76.194290	3.248335	2.000000	0.013811	3.396076	3.000000	0.013184	3.490175	2.000000	0.012677	9.004425	4.000000	89.364179	2.290940	3.000000	0.018218	1.052830	1.000000	0.075536	50.725093	5.000000	0.064144	18.575226	5.000000	2.680182	1.076681	2.000000	82.100879	0.786184	6.000000	0.029588	1.193474	4.000000	36.866446	1.481861	4.000000	0.081743	4.709691	1.000000	16.586589	0.888355	5.000000	0.043710	9.707703	4.000000	33.325767	1.228406	1.000000	57.927457
5	4	44.399610	6.653606	79.857123	49.653062	4.660492	69.246695	7.411021	90.929040	91.694918	43.511711	589.160158	51.044781	19.552525	0.569459	0.538334	0.613747	0.397021	0.440197	0.722122	0.690227	0.542433	0.539566	0.955118	0.979209	0.101574	0.651685	7.780224	5.000000	51.891847	59.734617	1.000000	0.019560	13.167758	5.000000	14.795313	64.146528	4.000000	1.560676	5.820876	6.000000	18.628228	53.014245	3.000000	59.677803	17.874711	3.000000	0.021679	32.285189	3.000000	94.685429	54.179711	1.000000	7.221760	4.535989	4.000000	0.151620	11.095526	6.000000	0.026135	1.419868	3.000000	7.568618	3.470347	5.000000	0.017481	2.915036	5.000000	0.064708	4.564905	1.000000	0.041107	6.799916	3.000000	51.736952	4.849031	4.000000	0.016077	3.700923	2.000000	0.011563	47.084717	6.000000	0.067969	15.673597	3.000000	68.042218	4.158854	2.000000	85.550691	0.727359	6.000000	0.059954	1.118344	5.000000	64.266605	2.268772	1.000000	0.014043	1.989044	1.000000	76.718465	4.266669	3.000000	0.012152	15.829105	5.000000	51.889128	3.828197	3.000000	51.324874
6	3	95.612949	99.109098	71.828645	93.491457	17.410430	77.316994	47.738460	17.562517	17.367020	87.836579	530.198211	27.571778	11.089522	0.286956	0.812328	0.493473	0.756764	0.483596	0.283559	0.203598	0.157774	0.148376	0.311870	0.497232	0.554625	0.259880	16.564913	5.000000	90.796346	32.097295	5.000000	0.014460	20.059664	4.000000	35.943554	3.296120	3.000000	94.713585	13.026579	4.000000	90.430505	21.941310	2.000000	26.375424	44.598082	5.000000	0.026891	46.356294	3.000000	73.344714	59.238422	1.000000	65.010733	0.224163	3.000000	0.032355	5.108689	5.000000	0.017046	2.468842	4.000000	53.251414	3.513146	3.000000	0.010523	5.172713	5.000000	0.016485	3.656697	6.000000	0.376079	10.438781	1.000000	39.133167	5.256815	1.000000	0.014088	1.364511	6.000000	0.075157	9.315964	3.000000	0.044448	11.830929	5.000000	20.892488	1.384638	4.000000	96.319196	2.958695	5.000000	0.012469	1.610524	3.000000	76.424056	0.830769	5.000000	0.036948	4.898773	6.000000	42.238670	0.247053	5.000000	0.012651	6.920311	6.000000	30.182612	4.974407	1.000000	61.018247
7	2	38.506700	80.027275	71.155924	25.776561	50.683597	30.715105	49.777217	14.300913	8.106871	23.277978	204.363431	86.235432	1.365319	0.265619	0.939646	0.459411	0.232128	0.967519	0.924501	0.351337	0.253010	0.372187	0.539937	0.679246	0.162359	0.266117	2.879142	3.000000	2.829261	31.801581	5.000000	0.089805	4.613946	5.000000	36.409318	20.796705	2.000000	46.127549	18.073578	3.000000	77.752953	3.390893	2.000000	39.312353	16.049842	6.000000	0.011195	17.107859	4.000000	57.329823	67.298649	3.000000	21.132537	1.648525	3.000000	0.077543	0.414760	5.000000	0.014398	3.235481	3.000000	54.933487	0.639168	4.000000	0.012580	0.146746	3.000000	0.010711	1.269425	3.000000	0.010977	1.318061	1.000000	95.212848	1.179572	4.000000	0.010736	2.168716	1.000000	0.012834	3.698780	6.000000	0.010446	4.738658	4.000000	98.821676	0.103479	4.000000	81.751858	4.342281	3.000000	0.012368	3.125806	4.000000	47.621352	4.518007	1.000000	0.017825	4.766456	3.000000	40.018120	2.616378	6.000000	0.149043	2.170174	4.000000	42.130010	4.859615	1.000000	7.061770
8	2	62.267472	46.070987	49.131050	2.192993	2.111620	95.454365	82.962674	73.461301	80.535166	81.770511	588.204717	72.954648	19.847414	0.275224	0.768747	0.345468	0.284049	0.145526	0.893944	0.474289	0.688304	0.659765	0.865463	0.179663	0.712262	0.951964	18.376024	3.000000	37.746043	20.079472	4.000000	0.050520	10.315706	6.000000	76.339628	51.384715	6.000000	56.274617	8.826985	6.000000	81.880578	60.525726	2.000000	27.131450	8.059667	4.000000	0.016275	14.946206	6.000000	90.465473	69.097421	5.000000	42.236266	1.213455	4.000000	0.016578	5.229708	1.000000	0.042034	0.790612	4.000000	32.272534	4.583251	4.000000	0.039795	1.104696	3.000000	0.012386	0.265602	5.000000	0.024623	4.049508	3.000000	34.268307	4.360215	6.000000	0.012286	4.013396	2.000000	0.035014	29.708133	4.000000	0.012684	15.812730	4.000000	45.043407	2.165550	1.000000	39.796671	2.813618	1.000000	0.079729	4.164048	2.000000	94.539403	1.389882	1.000000	0.026463	1.833528	6.000000	35.547629	1.650509	1.000000	0.010313	11.808985	2.000000	97.241798	4.256663	5.000000	45.790776
9	2	53.436805	12.562366	42.729370	91.335367	96.703595	7.584534	91.865953	36.554296	57.849953	51.654422	22.939523	75.449677	97.482261	0.543226	0.986978	0.764618	0.384211	0.864642	0.470566	0.994450	0.454114	0.921167	0.610097	0.382626	0.717645	0.962907	3.754163	6.000000	43.130368	69.148721	5.000000	0.015872	22.754752	6.000000	7.825193	56.291779	2.000000	1.107224	15.029623	1.000000	18.514871	7.588177	5.000000	29.633618	51.887658	2.000000	0.032099	56.126830	5.000000	97.596915	21.544208	2.000000	85.750322	1.748032	1.000000	0.011909	1.540304	5.000000	0.037584	3.623483	3.000000	80.936741	1.372440	3.000000	0.959320	1.058271	2.000000	0.010878	1.252017	1.000000	0.030861	1.362628	2.000000	73.829254	2.691069	4.000000	0.022993	2.929317	1.000000	0.043775	41.578273	3.000000	0.011613	12.422712	2.000000	22.459798	2.481296	3.000000	50.254090	2.382905	3.000000	0.043965	2.992414	3.000000	99.429671	2.234433	3.000000	0.047528	1.221134	6.000000	76.421603	1.961232	3.000000	0.059986	7.476036	2.000000	18.238556	4.532961	2.000000	96.038820
10	5	71.032761	19.297767	49.148849	85.209925	78.692768	86.935536	36.399485	83.484003	8.779238	51.096445	61.583565	8.392701	40.934047	0.758277	0.386132	0.268650	0.426535	0.109772	0.360087	0.605907	0.183396	0.271007	0.651082	0.322610	0.875344	0.633029	13.625580	4.000000	55.615064	68.668290	6.000000	0.038116	6.487390	5.000000	79.764842	23.798809	6.000000	74.691622	12.032566	3.000000	24.681355	61.414426	1.000000	53.207260	27.178840	4.000000	0.026752	20.167427	1.000000	54.164842	16.196295	2.000000	96.834744	2.861945	4.000000	0.098716	1.763535	6.000000	0.015472	2.118960	6.000000	15.918226	3.017002	4.000000	0.019413	3.497454	3.000000	0.011814	3.766021	5.000000	0.019743	8.868555	4.000000	60.348057	1.902703	6.000000	0.013374	4.389887	6.000000	0.072875	17.988531	4.000000	0.013050	4.601965	1.000000	40.840144	4.634325	1.000000	94.311257	1.873725	5.000000	0.021883	2.814061	4.000000	32.191300	1.799832	1.000000	0.019321	1.728712	1.000000	26.732705	4.206611	2.000000	0.014753	6.531473	5.000000	84.726190	2.637392	4.000000	27.089249
